vid,japanese,reading,meaning,type,category,subcategory,level,samplesentence,sentencehiragana,sentencemeaning
l010,耳,みみ,ear,noun,health,びょうき,46,耳が痛いです。,みみが いたいです。,My ear hurts.
l011,口,くち,mouth,noun,health,びょうき,46,口を大きく開けてください。,くちを おおきく あけて ください。,Please open your mouth wide.
l012,喉,のど,throat,noun,health,びょうき,46,喉が痛いです。,のどが いたいです。,My throat hurts.
l013,頭,あたま,head,noun,health,びょうき,46,頭が痛いです。,あたまが いたいです。,My head hurts.
l014,顔,かお,face,noun,health,びょうき,46,朝、顔を洗います。,あさ、かおを あらいます。,I wash my face in the morning.
l015,手,て,hand,noun,health,びょうき,46,手を洗ってください。,てを あらって ください。,Please wash your hands.
l016,お腹,おなか,stomach; belly,noun,health,びょうき,46,お腹が痛いです。,おなかが いたいです。,My stomach hurts.
l017,足,あし,leg; foot,noun,health,びょうき,46,歩きすぎて足が痛いです。,あるきすぎて あしが いたいです。,My feet hurt from walking too much.
l018,お大事に,おだいじに,take care; get well soon,phrase,health,びょうき,46,「お大事に。」,「おだいじに。」,“Take care.”
l019,"2,3日","に, さんにち",health,expression,health,びょうき,46,2、3日休みます。,に、さんにち やすみます。,I'll rest for two or three days.
l020,～が痛い,～がいたい,~ hurts,grammar,health,びょうき,46,昨日から歯が痛いです。,きのうから はが いたいです。,My tooth has hurt since yesterday.
l021,歯医者さん,はいしゃさん,dentist,noun,health,びょうき,46,歯医者さんへ行きます。,はいしゃさんへ いきます。,I'm going to the dentist.
l022,一人で,ひとりで,by oneself; alone,expression,health,びょうき,46,一人で病院へ行きました。,ひとりで びょういんへ いきました。,I went to the hospital alone.
l023,健康保険証,けんこうほけんしょう,health insurance card,noun,health,びょうき,46,健康保険証を持って来てください。,けんこう ほけんしょうを もって きて ください。,Please bring your health insurance card.
l024,お元気ですか,おげんきですか,how are you?,phrase,health,お元気ですか,46,「お元気ですか。」,「おげんきですか。」,“How are you?”
l025,体,からだ,body,noun,health,お元気ですか,47,体を大切にしてください。,からだを たいせつに して ください。,Please take care of yourself.
l026,体にいい,からだにいい,good for the health,expression,health,お元気ですか,47,野菜は体にいいです。,やさいは からだに いいです。,Vegetables are good for your health.
l027,調子,ちょうし,condition; state,noun,health,お元気ですか,47,今日は体の調子がいいです。,きょうは からだの ちょうしが いいです。,I feel well today.
l028,疲れる,つかれる,to get tired,verb,health,お元気ですか,47,仕事のあとで疲れます。,しごとの あとで つかれます。,I get tired after work.
l029,眠い,ねむい,sleepy,i-adjective,health,お元気ですか,47,夜はとても眠いです。,よるは とても ねむいです。,I'm very sleepy at night.
l030,早く,はやく,quickly; early,adverb,health,お元気ですか,47,今日は早く帰ります。,きょうは はやく かえります。,I'll go home early today.
l031,大変な,たいへんな,difficult; troublesome; serious,na-adjective,health,お元気ですか,47,新しい生活は大変です。,あたらしい せいかつは たいへんです。,A new life is difficult.
l032,最近,さいきん,recently; lately,adverb,health,お元気ですか,47,最近、昔の歌をよく聞きます。,さいきん、むかしの うたを よく ききます。,"Recently, I've been listening to old songs a lot."
l033,心配する,しんぱいする,to worry,verb,health,お元気ですか,47,家族のことを心配します。,かぞくの ことを しんぱいします。,I worry about my family.
l034,タバコを吸う,タバコをすう,to smoke,verb,health,お元気ですか,47,父はタバコを吸いません。,ちちは たばこを すいません。,My father doesn't smoke.
l035,禁煙,きんえん,no smoking; smoking cessation,noun,health,お元気ですか,47,この店は禁煙です。,この みせは きんえんです。,This shop is non-smoking.
l036,大丈夫な,だいじょうぶな,okay; all right,na-adjective,health,お元気ですか,47,今日は大丈夫です。,きょうは だいじょうぶです。,I'm okay today.
l037,無理な,むりな,unreasonable; impossible; excessive,na-adjective,health,お元気ですか,47,無理なことはしません。,むりな ことは しません。,I don't do things that are too much for me.
l038,ダイエット,ダイエット,diet; dieting,noun,health,お元気ですか,47,無理なダイエットはしません。,むりな だいえっとは しません。,I don't do extreme diets.
l039,思い出す,おもいだす,to remember; recall,verb,health,お元気ですか,47,古い写真を見て、友達を思い出しました。,ふるい しゃしんを みて、ともだちを おもいだしました。,Looking at an old photo reminded me of my friend.
l040,寂しい,さびしい,lonely,i-adjective,health,お元気ですか,47,一人の夜は少し寂しいです。,ひとりの よるは すこし さびしいです。,Nights alone are a little lonely.
l041,お久しぶりですね,おひさしぶりですね,long time no see,phrase,health,お元気ですか,47,「お久しぶりですね。」,「おひさしぶりですね。」,“It's been a long time.”
l042,ああ,ああ,ah; oh,interjection,health,お元気ですか,47,「ああ、久しぶり。」,「ああ、ひさしぶり。」,"“Ah, it's been a while.”"
l043,おかげさまで,おかげさまで,thanks to you; thankfully,phrase,health,お元気ですか,47,「お元気ですか。」「おかげさまで。」,「おげんきですか。」「おかげさまで。」,"“How are you?” “I'm well, thanks.”"
l044,大切なもの,たいせつなもの,important thing; precious possession,noun,health,たいせつなもの,47,家族は私の大切なものです。,かぞくは わたしの たいせつな ものです。,My family is something precious to me.
l045,こと,こと,thing; matter,noun,health,たいせつなもの,48,忘れたくないことがあります。,わすれたくない ことが あります。,There are things I don't want to forget.
